StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q65_Browser,Q65_Version,Q65_Operating System,Q65_Resolution,1_importance,1_newsworthy,1_familiarity,1_observedFrequency,1_desiredFrequency,2_importance,2_newsworthy,2_familiarity,2_observedFrequency,2_desiredFrequency,3_importance,3_newsworthy,3_familiarity,3_observedFrequency,3_desiredFrequency,4_importance,4_newsworthy,4_familiarity,4_observedFrequency,4_desiredFrequency,5_importance,5_newsworthy,5_familiarity,5_observedFrequency,5_desiredFrequency,6_importance,6_newsworthy,6_familiarity,6_observedFrequency,6_desiredFrequency,7_importance,7_newsworthy,7_familiarity,7_observedFrequency,7_desiredFrequency,8_importance,8_newsworthy,8_familiarity,8_observedFrequency,8_desiredFrequency,9_importance,9_newsworthy,9_familiarity,9_observedFrequency,9_desiredFrequency,10_importance,10_newsworthy,10_familiarity,10_observedFrequency,10_desiredFrequency,11_importance,11_newsworthy,11_familiarity,11_observedFrequency,11_desiredFrequency,12_importance,12_newsworthy,12_familiarity,12_observedFrequency,12_desiredFrequency,13_importance,13_newsworthy,13_familiarity,13_observedFrequency,13_desiredFrequency,14_importance,14_newsworthy,14_familiarity,14_observedFrequency,14_desiredFrequency,15_importance,15_newsworthy,15_familiarity,15_observedFrequency,15_desiredFrequency,16_importance,16_newsworthy,16_familiarity,16_observedFrequency,16_desiredFrequency,17_importance,17_newsworthy,17_familiarity,17_observedFrequency,17_desiredFrequency,18_importance,18_newsworthy,18_familiarity,18_observedFrequency,18_desiredFrequency,19_importance,19_newsworthy,19_familiarity,19_observedFrequency,19_desiredFrequency,20_importance,20_newsworthy,20_familiarity,20_observedFrequency,20_desiredFrequency,21_importance,21_newsworthy,21_familiarity,21_observedFrequency,21_desiredFrequency,22_importance,22_newsworthy,22_familiarity,22_observedFrequency,22_desiredFrequency,23_importance,23_newsworthy,23_familiarity,23_observedFrequency,23_desiredFrequency,24_importance,24_newsworthy,24_familiarity,24_observedFrequency,24_desiredFrequency,25_importance,25_newsworthy,25_familiarity,25_observedFrequency,25_desiredFrequency,26_importance,26_newsworthy,26_familiarity,26_observedFrequency,26_desiredFrequency,27_importance,27_newsworthy,27_familiarity,27_observedFrequency,27_desiredFrequency,28_importance,28_newsworthy,28_familiarity,28_observedFrequency,28_desiredFrequency,Age,Gender,Gender_6_TEXT,Education,Income,Ethnicity,Ethnicity_6_TEXT,god,Random,Google,Comments,Length,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,endloop
2022-08-02 18:49:47,2022-08-02 18:52:52,IP Address,184.13.58.178,100,184,True,2022-08-02 18:52:53,R_2ZX2o7kFLsrWsJc,"","","","",38.4203,-81.9947,anonymous,EN,Chrome,102.0.0.0,CrOS aarch64 14695.85.0,1366x768,"","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Never Heard of It,None at all this month,"More news about """"${lm://Field/1}""""",Some Importance,Some newsworthiness,Heard of It,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","",High Importance,High newsworthiness,Heard of It,Just once or twice this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Low importance,Some newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Heard of It,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",27,Female,"",Associate degree in college (2-year),"$80,000 to $89,999",American Indian or Alaska Native,"",Not at all   0,No,No,"",5 minutes,"","","","","","","","","","",0
2022-08-02 18:49:22,2022-08-02 18:52:53,IP Address,70.120.200.161,100,211,True,2022-08-02 18:52:54,R_1kY0IE9zpVVDbvq,"","","","",32.8756,-96.7495,anonymous,EN,Firefox,102.0,Windows NT 10.0,1920x1080,High Importance,Some newsworthiness,Know a Little,Daily,"Less news about """"${lm://Field/1}""""","","","","","",Some Importance,High newsworthiness,Know a Little,Daily,"The same amount of news about """"${lm://Field/1}""""","","","","","",Low importance,Low newsworthiness,Heard of It,A few times a week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",High Importance,Very high newsworthiness,Know a Fair Amount,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","",No importance,No newsworthiness,Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",39,Female,"",Associate degree in college (2-year),"$30,000 to $39,999",White/Caucasian,"",3,No,No,"",3.5 mins,"","","","","","","","","","",0
2022-08-02 18:51:54,2022-08-02 18:53:15,IP Address,73.41.212.11,100,81,True,2022-08-02 18:53:16,R_2aQzxPP3ABcFrx6,"","","","",38.768,-121.3349,anonymous,EN,Chrome,103.0.0.0,Macintosh,1280x800,"","","","","","","","","","",Some Importance,Some newsworthiness,Know a Little,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Little,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Heard of It,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Little,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Little,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31,Male,"",Bachelor's degree in college (4-year),"$30,000 to $39,999",Asian,"",4,No,No,"",4 minutes,"","","","","","","","","","",0
2022-08-02 18:45:45,2022-08-02 18:53:23,IP Address,72.177.161.125,100,458,True,2022-08-02 18:53:23,R_2DV8B7lp22UmPps,"","","","",29.4812,-98.3435,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1366x768,Very high importance,High newsworthiness,Know It Well,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Know It Well,Multiple times daily,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Heard of It,Just once or twice this month,"Less news about """"${lm://Field/1}""""",Low importance,Low newsworthiness,Know a Fair Amount,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","",60,Male,"",Some college but no degree,"$50,000 to $59,999",White/Caucasian,"",Not at all   0,No,No,"I look for actual news and unfortunately, most of the networks have strayed away from this and report on """"fluff"""". Stuff I could care less about. Therefore; it is more relevant to me to hear about the global heat wave than some goofball celebrity and their hobby!",5-6 minutes,"","","","","","","","","","",0
2022-08-02 18:48:26,2022-08-02 18:53:44,IP Address,24.125.176.4,100,318,True,2022-08-02 18:53:44,R_3nemKVPEjUqDQ5d,"","","","",33.852,-84.1152,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1366x768,"","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Know It Well,None at all this month,"More news about """"${lm://Field/1}""""",Some Importance,Some newsworthiness,Know It Well,Daily,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Know a Little,Just once or twice this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Know a Little,A few times a week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","",51,Male,"",Bachelor's degree in college (4-year),"$40,000 to $49,999",White/Caucasian,"",6,No,No,"","3 minutes maybe, didn't really keep track.","","","","","","","","","","",0
2022-08-02 18:49:58,2022-08-02 18:54:00,IP Address,76.118.40.49,100,242,True,2022-08-02 18:54:00,R_3J2fkq4soWWyjfu,"","","","",42.3399,-71.1245,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Know a Little,Just once or twice this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Little,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,Very low newsworthiness,Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","",No importance,Very low newsworthiness,Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","",Some Importance,High newsworthiness,Know a Little,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","",21,Male,"",Some college but no degree,"$90,000 to $99,999",Asian,"",Not at all   0,No,No,"",4 min,"","","","","","","","","","",0
2022-08-02 18:48:22,2022-08-02 18:54:09,IP Address,47.188.83.88,100,347,True,2022-08-02 18:54:10,R_2Yyx2R18QsbHOlq,"","","","",33.0036,-96.8834,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1366x768,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very high importance,Very high newsworthiness,Know a Fair Amount,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""",Some Importance,Some newsworthiness,Know a Little,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""",Very low importance,No newsworthiness,Heard of It,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Very low importance,Low newsworthiness,Know a Little,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",50,Female,"",Bachelor's degree in college (4-year),"$150,000 or more",White/Caucasian,"",Very Much   7,No,No,Survey instructions were clear and easy to follow,Survey took about 5 1/2 minutes,"","","","","","","","","","",0
2022-08-02 18:51:30,2022-08-02 18:54:12,IP Address,98.167.233.68,100,162,True,2022-08-02 18:54:12,R_1Ce8wPSwfRjOoLs,"","","","",33.3725,-112.5768,anonymous,EN,Chrome,103.0.0.0,Macintosh,1920x1080,"","","","","","","","","","","","","","","",High Importance,High newsworthiness,Never Heard of It,None at all this month,"More news about """"${lm://Field/1}""""",Some Importance,Some newsworthiness,Know a Fair Amount,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Never Heard of It,None at all this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","",Some Importance,Low newsworthiness,Know a Little,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",31,Male,"",High school graduate (high school diploma or equivalent including GED),"$70,000 to $79,999",White/Caucasian,"",Very Much   7,No,No,"",Less than 3 minutes.,"","","","","","","","","","",0
2022-08-02 18:50:53,2022-08-02 18:54:27,IP Address,108.210.175.19,100,214,True,2022-08-02 18:54:27,R_231N93tcQ0HCJW4,"","","","",30.3586,-90.0561,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1600x900,"","","","","","","","","","",Some Importance,Some newsworthiness,Know a Fair Amount,A few times a week,"More news about """"${lm://Field/1}""""","","","","","",High Importance,High newsworthiness,Know a Fair Amount,A few times a week,"The same amount of news about """"${lm://Field/1}""""",Some Importance,Some newsworthiness,Know a Little,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","",Very high importance,Very high newsworthiness,Know It Well,Daily,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Fair Amount,About one per week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",65,Female,"",Some college but no degree,"$90,000 to $99,999",White/Caucasian,"",4,No,No,"",A few minutes,"","","","","","","","","","",0
2022-08-02 18:52:16,2022-08-02 18:54:52,IP Address,71.182.130.94,100,155,True,2022-08-02 18:54:52,R_33C0oLoBeBVcxsK,"","","","",40.4322,-80.1021,anonymous,EN,Edge,103.0.1264.77,Windows NT 10.0,1536x864,"","","","","",Some Importance,Some newsworthiness,Know a Little,A few times a week,"Less news about """"${lm://Field/1}""""","","","","","",Some Importance,Some newsworthiness,Know a Little,About one per week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Heard of It,None at all this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Some Importance,High newsworthiness,Know a Fair Amount,About one every other week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",Very low importance,Low newsworthiness,Know a Little,About one per week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","",29,Male,"",Bachelor's degree in college (4-year),"$90,000 to $99,999",White/Caucasian,"",Not at all   0,No,No,"",3 minutes,"","","","","","","","","","",0
2022-08-02 18:53:16,2022-08-02 18:55:03,IP Address,68.173.130.202,100,107,True,2022-08-02 18:55:03,R_3J7VpSqSvHfpOB6,"","","","",41.4535,-74.4774,anonymous,EN,Chrome iPhone,103.0.5060.63,iPhone,414x896,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Little,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Little,About one per week,"The same amount of news about """"${lm://Field/1}""""",No importance,No newsworthiness,Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Low newsworthiness,Know a Little,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","",No importance,No newsworthiness,Know It Well,About one per week,"Less news about """"${lm://Field/1}""""",26,Male,"",High school graduate (high school diploma or equivalent including GED),"$80,000 to $89,999",White/Caucasian,"",Not at all   0,No,No,"","","","","","","","","","","","",0
2022-08-02 18:52:44,2022-08-02 18:55:11,IP Address,24.3.206.126,100,147,True,2022-08-02 18:55:12,R_3G8M8Npq3fCBjLP,"","","","",40.4339,-79.9996,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,"","","","","","","","","","",High Importance,High newsworthiness,Know a Little,A few times a week,"More news about """"${lm://Field/1}""""",High Importance,High newsworthiness,Heard of It,Just once or twice this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Know a Little,Just once or twice this month,"Less news about """"${lm://Field/1}""""",Some Importance,High newsworthiness,Heard of It,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Know a Little,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",34,Male,"",Master's degree,"$10,000 to $19,999",White/Caucasian,"",1,No,No,"",3 minutes,"","","","","","","","","","",0
